datekey,fulldatealternatekey,daynumberofweek,englishdaynameofweek,spanishdaynameofweek,frenchdaynameofweek,daynumberofmonth,daynumberofyear,weeknumberofyear,englishmonthname,spanishmonthname,frenchmonthname,monthnumberofyear,calendarquarter,calendaryear,calendarsemester,fiscalquarter,fiscalyear,fiscalsemester
2018/02/03,03/02/2018,7,Saturday,Sábado,Samedi,3,34,5,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/04,04/02/2018,1,Sunday,Doming,Dimanche,4,35,6,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/05,05/02/2018,2,Monday,Lunes,Lundi,5,36,6,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/06,06/02/2018,3,Tuesday,Martes,Mardi,6,37,6,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/07,07/02/2018,4,Wednesday,Miércoles,Mercredi,7,38,6,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/08,08/02/2018,5,Thursday,Jueves,Jeudi,8,39,6,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/09,09/02/2018,6,Friday,Viernes,Vendredi,9,40,6,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/10,10/02/2018,7,Saturday,Sábado,Samedi,10,41,6,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/11,11/02/2018,1,Sunday,Doming,Dimanche,11,42,7,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/12,12/02/2018,2,Monday,Lunes,Lundi,12,43,7,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/13,13/02/2018,3,Tuesday,Martes,Mardi,13,44,7,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/14,14/02/2018,4,Wednesday,Miércoles,Mercredi,14,45,7,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/15,15/02/2018,5,Thursday,Jueves,Jeudi,15,46,7,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/16,16/02/2018,6,Friday,Viernes,Vendredi,16,47,7,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/17,17/02/2018,7,Saturday,Sábado,Samedi,17,48,7,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/18,18/02/2018,1,Sunday,Doming,Dimanche,18,49,8,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/19,19/02/2018,2,Monday,Lunes,Lundi,19,50,8,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/20,20/02/2018,3,Tuesday,Martes,Mardi,20,51,8,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/21,21/02/2018,4,Wednesday,Miércoles,Mercredi,21,52,8,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/22,22/02/2018,5,Thursday,Jueves,Jeudi,22,53,8,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/23,23/02/2018,6,Friday,Viernes,Vendredi,23,54,8,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/24,24/02/2018,7,Saturday,Sábado,Samedi,24,55,8,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/25,25/02/2018,1,Sunday,Doming,Dimanche,25,56,9,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/26,26/02/2018,2,Monday,Lunes,Lundi,26,57,9,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/27,27/02/2018,3,Tuesday,Martes,Mardi,27,58,9,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/02/28,28/02/2018,4,Wednesday,Miércoles,Mercredi,28,59,9,February,Febrero,Février,2,1,2018,1,3,2017,2
2018/03/01,01/03/2018,5,Thursday,Jueves,Jeudi,1,60,9,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/02,02/03/2018,6,Friday,Viernes,Vendredi,2,61,9,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/03,03/03/2018,7,Saturday,Sábado,Samedi,3,62,9,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/04,04/03/2018,1,Sunday,Doming,Dimanche,4,63,10,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/05,05/03/2018,2,Monday,Lunes,Lundi,5,64,10,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/06,06/03/2018,3,Tuesday,Martes,Mardi,6,65,10,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/07,07/03/2018,4,Wednesday,Miércoles,Mercredi,7,66,10,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/08,08/03/2018,5,Thursday,Jueves,Jeudi,8,67,10,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/09,09/03/2018,6,Friday,Viernes,Vendredi,9,68,10,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/10,10/03/2018,7,Saturday,Sábado,Samedi,10,69,10,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/11,11/03/2018,1,Sunday,Doming,Dimanche,11,70,11,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/12,12/03/2018,2,Monday,Lunes,Lundi,12,71,11,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/13,13/03/2018,3,Tuesday,Martes,Mardi,13,72,11,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/14,14/03/2018,4,Wednesday,Miércoles,Mercredi,14,73,11,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/15,15/03/2018,5,Thursday,Jueves,Jeudi,15,74,11,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/16,16/03/2018,6,Friday,Viernes,Vendredi,16,75,11,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/17,17/03/2018,7,Saturday,Sábado,Samedi,17,76,11,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/18,18/03/2018,1,Sunday,Doming,Dimanche,18,77,12,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/19,19/03/2018,2,Monday,Lunes,Lundi,19,78,12,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/20,20/03/2018,3,Tuesday,Martes,Mardi,20,79,12,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/21,21/03/2018,4,Wednesday,Miércoles,Mercredi,21,80,12,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/22,22/03/2018,5,Thursday,Jueves,Jeudi,22,81,12,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/23,23/03/2018,6,Friday,Viernes,Vendredi,23,82,12,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/24,24/03/2018,7,Saturday,Sábado,Samedi,24,83,12,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/25,25/03/2018,1,Sunday,Doming,Dimanche,25,84,13,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/26,26/03/2018,2,Monday,Lunes,Lundi,26,85,13,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/27,27/03/2018,3,Tuesday,Martes,Mardi,27,86,13,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/28,28/03/2018,4,Wednesday,Miércoles,Mercredi,28,87,13,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/29,29/03/2018,5,Thursday,Jueves,Jeudi,29,88,13,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/30,30/03/2018,6,Friday,Viernes,Vendredi,30,89,13,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/03/31,31/03/2018,7,Saturday,Sábado,Samedi,31,90,13,March,Marzo,Mars,3,1,2018,1,3,2017,2
2018/04/01,01/04/2018,1,Sunday,Doming,Dimanche,1,91,14,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/02,02/04/2018,2,Monday,Lunes,Lundi,2,92,14,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/03,03/04/2018,3,Tuesday,Martes,Mardi,3,93,14,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/04,04/04/2018,4,Wednesday,Miércoles,Mercredi,4,94,14,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/05,05/04/2018,5,Thursday,Jueves,Jeudi,5,95,14,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/06,06/04/2018,6,Friday,Viernes,Vendredi,6,96,14,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/07,07/04/2018,7,Saturday,Sábado,Samedi,7,97,14,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/08,08/04/2018,1,Sunday,Doming,Dimanche,8,98,15,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/09,09/04/2018,2,Monday,Lunes,Lundi,9,99,15,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/10,10/04/2018,3,Tuesday,Martes,Mardi,10,100,15,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/11,11/04/2018,4,Wednesday,Miércoles,Mercredi,11,101,15,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/12,12/04/2018,5,Thursday,Jueves,Jeudi,12,102,15,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/13,13/04/2018,6,Friday,Viernes,Vendredi,13,103,15,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/14,14/04/2018,7,Saturday,Sábado,Samedi,14,104,15,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/15,15/04/2018,1,Sunday,Doming,Dimanche,15,105,16,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/16,16/04/2018,2,Monday,Lunes,Lundi,16,106,16,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/17,17/04/2018,3,Tuesday,Martes,Mardi,17,107,16,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/18,18/04/2018,4,Wednesday,Miércoles,Mercredi,18,108,16,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/19,19/04/2018,5,Thursday,Jueves,Jeudi,19,109,16,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/20,20/04/2018,6,Friday,Viernes,Vendredi,20,110,16,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/21,21/04/2018,7,Saturday,Sábado,Samedi,21,111,16,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/22,22/04/2018,1,Sunday,Doming,Dimanche,22,112,17,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/23,23/04/2018,2,Monday,Lunes,Lundi,23,113,17,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/24,24/04/2018,3,Tuesday,Martes,Mardi,24,114,17,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/25,25/04/2018,4,Wednesday,Miércoles,Mercredi,25,115,17,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/26,26/04/2018,5,Thursday,Jueves,Jeudi,26,116,17,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/27,27/04/2018,6,Friday,Viernes,Vendredi,27,117,17,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/28,28/04/2018,7,Saturday,Sábado,Samedi,28,118,17,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/29,29/04/2018,1,Sunday,Doming,Dimanche,29,119,18,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/04/30,30/04/2018,2,Monday,Lunes,Lundi,30,120,18,April,Abril,Avril,4,2,2018,1,4,2017,2
2018/05/01,01/05/2018,3,Tuesday,Martes,Mardi,1,121,18,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/02,02/05/2018,4,Wednesday,Miércoles,Mercredi,2,122,18,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/03,03/05/2018,5,Thursday,Jueves,Jeudi,3,123,18,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/04,04/05/2018,6,Friday,Viernes,Vendredi,4,124,18,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/05,05/05/2018,7,Saturday,Sábado,Samedi,5,125,18,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/06,06/05/2018,1,Sunday,Doming,Dimanche,6,126,19,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/07,07/05/2018,2,Monday,Lunes,Lundi,7,127,19,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/08,08/05/2018,3,Tuesday,Martes,Mardi,8,128,19,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/09,09/05/2018,4,Wednesday,Miércoles,Mercredi,9,129,19,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/10,10/05/2018,5,Thursday,Jueves,Jeudi,10,130,19,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/11,11/05/2018,6,Friday,Viernes,Vendredi,11,131,19,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/12,12/05/2018,7,Saturday,Sábado,Samedi,12,132,19,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/13,13/05/2018,1,Sunday,Doming,Dimanche,13,133,20,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/14,14/05/2018,2,Monday,Lunes,Lundi,14,134,20,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/15,15/05/2018,3,Tuesday,Martes,Mardi,15,135,20,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/16,16/05/2018,4,Wednesday,Miércoles,Mercredi,16,136,20,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/17,17/05/2018,5,Thursday,Jueves,Jeudi,17,137,20,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/18,18/05/2018,6,Friday,Viernes,Vendredi,18,138,20,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/19,19/05/2018,7,Saturday,Sábado,Samedi,19,139,20,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/20,20/05/2018,1,Sunday,Doming,Dimanche,20,140,21,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/21,21/05/2018,2,Monday,Lunes,Lundi,21,141,21,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/22,22/05/2018,3,Tuesday,Martes,Mardi,22,142,21,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/23,23/05/2018,4,Wednesday,Miércoles,Mercredi,23,143,21,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/24,24/05/2018,5,Thursday,Jueves,Jeudi,24,144,21,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/25,25/05/2018,6,Friday,Viernes,Vendredi,25,145,21,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/26,26/05/2018,7,Saturday,Sábado,Samedi,26,146,21,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/27,27/05/2018,1,Sunday,Doming,Dimanche,27,147,22,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/28,28/05/2018,2,Monday,Lunes,Lundi,28,148,22,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/29,29/05/2018,3,Tuesday,Martes,Mardi,29,149,22,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/30,30/05/2018,4,Wednesday,Miércoles,Mercredi,30,150,22,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/05/31,31/05/2018,5,Thursday,Jueves,Jeudi,31,151,22,May,Mayo,Mai,5,2,2018,1,4,2017,2
2018/06/01,01/06/2018,6,Friday,Viernes,Vendredi,1,152,22,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/02,02/06/2018,7,Saturday,Sábado,Samedi,2,153,22,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/03,03/06/2018,1,Sunday,Doming,Dimanche,3,154,23,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/04,04/06/2018,2,Monday,Lunes,Lundi,4,155,23,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/05,05/06/2018,3,Tuesday,Martes,Mardi,5,156,23,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/06,06/06/2018,4,Wednesday,Miércoles,Mercredi,6,157,23,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/07,07/06/2018,5,Thursday,Jueves,Jeudi,7,158,23,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/08,08/06/2018,6,Friday,Viernes,Vendredi,8,159,23,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/09,09/06/2018,7,Saturday,Sábado,Samedi,9,160,23,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/10,10/06/2018,1,Sunday,Doming,Dimanche,10,161,24,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/11,11/06/2018,2,Monday,Lunes,Lundi,11,162,24,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/12,12/06/2018,3,Tuesday,Martes,Mardi,12,163,24,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/13,13/06/2018,4,Wednesday,Miércoles,Mercredi,13,164,24,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/14,14/06/2018,5,Thursday,Jueves,Jeudi,14,165,24,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/15,15/06/2018,6,Friday,Viernes,Vendredi,15,166,24,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/16,16/06/2018,7,Saturday,Sábado,Samedi,16,167,24,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/17,17/06/2018,1,Sunday,Doming,Dimanche,17,168,25,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/18,18/06/2018,2,Monday,Lunes,Lundi,18,169,25,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/19,19/06/2018,3,Tuesday,Martes,Mardi,19,170,25,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/20,20/06/2018,4,Wednesday,Miércoles,Mercredi,20,171,25,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/21,21/06/2018,5,Thursday,Jueves,Jeudi,21,172,25,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/22,22/06/2018,6,Friday,Viernes,Vendredi,22,173,25,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/23,23/06/2018,7,Saturday,Sábado,Samedi,23,174,25,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/24,24/06/2018,1,Sunday,Doming,Dimanche,24,175,26,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/25,25/06/2018,2,Monday,Lunes,Lundi,25,176,26,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/26,26/06/2018,3,Tuesday,Martes,Mardi,26,177,26,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/27,27/06/2018,4,Wednesday,Miércoles,Mercredi,27,178,26,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/28,28/06/2018,5,Thursday,Jueves,Jeudi,28,179,26,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/29,29/06/2018,6,Friday,Viernes,Vendredi,29,180,26,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/06/30,30/06/2018,7,Saturday,Sábado,Samedi,30,181,26,June,Junio,Juin,6,2,2018,1,4,2017,2
2018/07/01,01/07/2018,1,Sunday,Doming,Dimanche,1,182,27,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/02,02/07/2018,2,Monday,Lunes,Lundi,2,183,27,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/03,03/07/2018,3,Tuesday,Martes,Mardi,3,184,27,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/04,04/07/2018,4,Wednesday,Miércoles,Mercredi,4,185,27,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/05,05/07/2018,5,Thursday,Jueves,Jeudi,5,186,27,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/06,06/07/2018,6,Friday,Viernes,Vendredi,6,187,27,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/07,07/07/2018,7,Saturday,Sábado,Samedi,7,188,27,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/08,08/07/2018,1,Sunday,Doming,Dimanche,8,189,28,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/09,09/07/2018,2,Monday,Lunes,Lundi,9,190,28,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/10,10/07/2018,3,Tuesday,Martes,Mardi,10,191,28,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/11,11/07/2018,4,Wednesday,Miércoles,Mercredi,11,192,28,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/12,12/07/2018,5,Thursday,Jueves,Jeudi,12,193,28,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/13,13/07/2018,6,Friday,Viernes,Vendredi,13,194,28,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/14,14/07/2018,7,Saturday,Sábado,Samedi,14,195,28,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/15,15/07/2018,1,Sunday,Doming,Dimanche,15,196,29,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/16,16/07/2018,2,Monday,Lunes,Lundi,16,197,29,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/17,17/07/2018,3,Tuesday,Martes,Mardi,17,198,29,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/18,18/07/2018,4,Wednesday,Miércoles,Mercredi,18,199,29,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/19,19/07/2018,5,Thursday,Jueves,Jeudi,19,200,29,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/20,20/07/2018,6,Friday,Viernes,Vendredi,20,201,29,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/21,21/07/2018,7,Saturday,Sábado,Samedi,21,202,29,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/22,22/07/2018,1,Sunday,Doming,Dimanche,22,203,30,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/23,23/07/2018,2,Monday,Lunes,Lundi,23,204,30,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/24,24/07/2018,3,Tuesday,Martes,Mardi,24,205,30,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/25,25/07/2018,4,Wednesday,Miércoles,Mercredi,25,206,30,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/26,26/07/2018,5,Thursday,Jueves,Jeudi,26,207,30,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/27,27/07/2018,6,Friday,Viernes,Vendredi,27,208,30,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/28,28/07/2018,7,Saturday,Sábado,Samedi,28,209,30,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/29,29/07/2018,1,Sunday,Doming,Dimanche,29,210,31,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/30,30/07/2018,2,Monday,Lunes,Lundi,30,211,31,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/07/31,31/07/2018,3,Tuesday,Martes,Mardi,31,212,31,July,Julio,Juillet,7,3,2018,2,1,2018,1
2018/08/01,01/08/2018,4,Wednesday,Miércoles,Mercredi,1,213,31,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/02,02/08/2018,5,Thursday,Jueves,Jeudi,2,214,31,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/03,03/08/2018,6,Friday,Viernes,Vendredi,3,215,31,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/04,04/08/2018,7,Saturday,Sábado,Samedi,4,216,31,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/05,05/08/2018,1,Sunday,Doming,Dimanche,5,217,32,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/06,06/08/2018,2,Monday,Lunes,Lundi,6,218,32,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/07,07/08/2018,3,Tuesday,Martes,Mardi,7,219,32,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/08,08/08/2018,4,Wednesday,Miércoles,Mercredi,8,220,32,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/09,09/08/2018,5,Thursday,Jueves,Jeudi,9,221,32,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/10,10/08/2018,6,Friday,Viernes,Vendredi,10,222,32,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/11,11/08/2018,7,Saturday,Sábado,Samedi,11,223,32,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/12,12/08/2018,1,Sunday,Doming,Dimanche,12,224,33,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/13,13/08/2018,2,Monday,Lunes,Lundi,13,225,33,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/14,14/08/2018,3,Tuesday,Martes,Mardi,14,226,33,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/15,15/08/2018,4,Wednesday,Miércoles,Mercredi,15,227,33,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/16,16/08/2018,5,Thursday,Jueves,Jeudi,16,228,33,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/17,17/08/2018,6,Friday,Viernes,Vendredi,17,229,33,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/18,18/08/2018,7,Saturday,Sábado,Samedi,18,230,33,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/19,19/08/2018,1,Sunday,Doming,Dimanche,19,231,34,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/20,20/08/2018,2,Monday,Lunes,Lundi,20,232,34,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/21,21/08/2018,3,Tuesday,Martes,Mardi,21,233,34,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/22,22/08/2018,4,Wednesday,Miércoles,Mercredi,22,234,34,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/23,23/08/2018,5,Thursday,Jueves,Jeudi,23,235,34,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/24,24/08/2018,6,Friday,Viernes,Vendredi,24,236,34,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/25,25/08/2018,7,Saturday,Sábado,Samedi,25,237,34,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/26,26/08/2018,1,Sunday,Doming,Dimanche,26,238,35,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/27,27/08/2018,2,Monday,Lunes,Lundi,27,239,35,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/28,28/08/2018,3,Tuesday,Martes,Mardi,28,240,35,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/29,29/08/2018,4,Wednesday,Miércoles,Mercredi,29,241,35,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/30,30/08/2018,5,Thursday,Jueves,Jeudi,30,242,35,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/08/31,31/08/2018,6,Friday,Viernes,Vendredi,31,243,35,August,Agosto,Août,8,3,2018,2,1,2018,1
2018/09/01,01/09/2018,7,Saturday,Sábado,Samedi,1,244,35,September,Septiembre,Septembre,9,3,2018,2,1,2018,1
2018/09/02,02/09/2018,1,Sunday,Doming,Dimanche,2,245,36,September,Septiembre,Septembre,9,3,2018,2,1,2018,1
2018/09/03,03/09/2018,2,Monday,Lunes,Lundi,3,246,36,September,Septiembre,Septembre,9,3,2018,2,1,2018,1
2018/09/04,04/09/2018,3,Tuesday,Martes,Mardi,4,247,36,September,Septiembre,Septembre,9,3,2018,2,1,2018,1
2018/09/05,05/09/2018,4,Wednesday,Miércoles,Mercredi,5,248,36,September,Septiembre,Septembre,9,3,2018,2,1,2018,1
2018/09/06,06/09/2018,5,Thursday,Jueves,Jeudi,6,249,36,September,Septiembre,Septembre,9,3,2018,2,1,2018,1
